Proposta,Ano da proposta,IBGE,UF,Município,Nome da unidade,Componente,Porte,Situação no SISMOB,Data do repasse,Execução física (%) SISMOB,Data prevista de conclusão SISMOB,Dias sem monitoramento SISMOB,Data do último contato equipe PAC,Situação equipe PAC,Prioridade de contato,Ações,Quem fez o contato?,Data do contato,Execução informada pelo ente (%),Data/Previsão de conclusão informada pelo ente,Data/Previsão de inauguração informada pelo ente,Observações e problemas
06914894000124010,2024,261110,PE,Petrolina,Ubs Parteira Idalina dos Santos,Unidade Básica de Saúde,II,Em início de execução,11/4/2025,30,11/10/2026,17,,Em início de execução,Média,"• Pedir superação de etapa 'Início de execução'
",,,,,,
06914894000125003,2025,261110,PE,Petrolina,Ubs Fernando Idalino,Unidade Básica de Saúde,II,Em ação preparatória,,0,,11,,Ordem de serviço emitida,Baixa,,,,,,,
10291345000124001,2024,261140,PE,Primavera,Ubs Mauricio Bezerra de Barros Neto,Unidade Básica de Saúde,I,Em execução e conclusão,6/27/2025,36,1/21/2027,33,,Em execução e conclusão,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
11299001000126001,2026,261150,PE,Quipapá,Caps I Ismenia Dias de Lucena,Centro de Atenção Psicossocial,I,Em ação preparatória,,0,,41,,Etapa VISA,Média,• Atualizar SISMOB 1 vez por mês,,,,,,
41090291000124003,2024,261160,PE,Recife,Ubs Vasco da Gama,Unidade Básica de Saúde,IV,Em execução e conclusão,8/11/2025,68,10/18/2026,3,,Em execução e conclusão,Alta,,,,,,,
41090291000124004,2024,261160,PE,Recife,Caps Infantil,Centro de Atenção Psicossocial,III,Em execução e conclusão,10/9/2025,44,12/27/2026,24,6/17/2026,Em execução e conclusão,Média,,,,,,,
41090291000124005,2024,261160,PE,Recife,Ubs Fundao,Unidade Básica de Saúde,IV,Em início de execução,11/25/2025,0,,27,,Em início de execução,Média,,,,,,,
41090291000125006,2025,261160,PE,Recife,Unidade Básica de Saúde Nova Detran,Unidade Básica de Saúde,III,Em início de execução,6/12/2026,0,,27,,Em início de execução,Baixa,,,,,,,
10939000000125002,2025,261170,PE,Riacho das Almas,Psf Vii Nova Esperanca,Unidade Básica de Saúde,I,Em início de execução,4/27/2026,15,6/30/2027,14,,Em início de execução,Baixa,,,,,,,
10395676000124001,2024,261180,PE,Ribeirão,Ubs Bandeirantes,Unidade Básica de Saúde,I,Em execução e conclusão,4/1/2025,30,8/14/2026,45,,Em execução e conclusão,Alta,"• Atualizar data de conclusão
• Atualizar SISMOB 1 vez por mês",,,,,,
13167387000125004,2025,261210,PE,Salgadinho,Usf Melancia,Unidade Básica de Saúde,I,Em início de execução,4/6/2026,0,,6,,Em início de execução,Baixa,,,,,,,
10233967000125004,2025,261220,PE,Salgueiro,Centro de Atenção Psicossocial Rasga Tristeza,Centro de Atenção Psicossocial,I,Em início de execução,4/24/2026,22,5/30/2027,19,,Em início de execução,Baixa,,,,,,,
10822750000124001,2024,261230,PE,Saloá,Ubs Jaqueirão,Unidade Básica de Saúde,I,Em início de execução,6/5/2025,58,4/1/2027,31,7/3/2026,Em início de execução,Alta,"• Pedir superação de etapa 'Início de execução'
• Atualizar SISMOB 1 vez por mês",,,,,,
10725387000124002,2024,261240,PE,Sanharó,Ubs Santa Clara,Unidade Básica de Saúde,I,Em início de execução,6/20/2025,1,12/31/2026,32,,Em início de execução,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
11491419000124002,2024,261245,PE,Santa Cruz,Unidade de Saúde da Família de Portelinha,Unidade Básica de Saúde,I,Em execução e conclusão,5/2/2025,77,12/3/2026,4,7/2/2026,Em execução e conclusão,Alta,,,,,,,
11196515000124001,2024,261250,PE,Santa Cruz do Capibaribe,Ubs Centro,Unidade Básica de Saúde,II,Em execução e conclusão,6/5/2025,43,9/9/2026,10,,Em execução e conclusão,Alta,"• Atualizar data de conclusão
",,,,,,
11196515000124002,2024,261250,PE,Santa Cruz do Capibaribe,Ubs do Pedra Branca,Unidade Básica de Saúde,II,Em execução e conclusão,5/2/2025,52,9/9/2026,10,,Em execução e conclusão,Alta,"• Atualizar data de conclusão
",,,,,,
11196515000126008,2026,261250,PE,Santa Cruz do Capibaribe,Ubs do Dona Arlinda Ii,Unidade Básica de Saúde,I,Em ação preparatória,,0,,18,,Etapa VISA,Baixa,,,,,,,
09216627000124002,2024,261260,PE,Santa Maria da Boa Vista,Usf Senador Paulo Guerra,Unidade Básica de Saúde,I,Em execução e conclusão,6/5/2025,30,4/14/2026,37,7/3/2026,"Em execução, conclusão atrasada",Alta,"• Atualizar data de conclusão
• Atualizar SISMOB 1 vez por mês",,,,,,
09216627000124003,2024,261260,PE,Santa Maria da Boa Vista,Usf Milano,Unidade Básica de Saúde,I,Em execução e conclusão,6/5/2025,30,4/14/2026,37,7/3/2026,"Em execução, conclusão atrasada",Alta,"• Atualizar data de conclusão
• Atualizar SISMOB 1 vez por mês",,,,,,
11425822000124005,2024,261270,PE,Santa Maria do Cambucá,Esf Sitio Coqueiro,Unidade Básica de Saúde,I,Em início de execução,11/4/2025,24,11/30/2026,4,,Em início de execução,Média,,,,,,,
11425822000124004,2024,261270,PE,Santa Maria do Cambucá,Usf Iv Urbano,Unidade Básica de Saúde,I,Em início de execução,11/4/2025,2,5/30/2027,4,,Em início de execução,Média,,,,,,,
12071117000124001,2024,261280,PE,Santa Terezinha,Unidade Básica de Saúde,Unidade Básica de Saúde,I,Em execução e conclusão,10/14/2024,100,8/16/2026,4,4/23/2026,Em funcionamento,Baixa,"• Pedir superação de etapa 'Execução e conclusão'
",,,,,,
10785318000124002,2024,261290,PE,São Benedito do Sul,Ubs - Sbs Ii,Unidade Básica de Saúde,I,Em início de execução,6/27/2025,0,,36,,Em início de execução,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
08960773000124001,2024,261300,PE,São Bento do Una,Ubs Portal do Seridó,Unidade Básica de Saúde,I,Em execução e conclusão,4/9/2025,70,4/30/2026,18,4/23/2026,Em execução e conclusão,Alta,"• Atualizar data de conclusão
",,,,,,
08960773000124002,2024,261300,PE,São Bento do Una,Ubs Xvi,Unidade Básica de Saúde,I,Em execução e conclusão,2/14/2025,99,7/15/2026,18,4/23/2026,Em execução e conclusão,Alta,"• Comprar equipamentos
• Informar data em que MS possa fazer entrega simbólica ou inauguração
",,,,,,
12775279000125004,2025,261310,PE,São Caitano,Ubs Brejo de Lagoa ,Unidade Básica de Saúde,I,Em ação preparatória,,0,,74,,Ordem de serviço emitida,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
10476556000125001,2025,261330,PE,São Joaquim do Monte,Caps I São Joaquim do Monte,Centro de Atenção Psicossocial,I,Em início de execução,5/4/2026,5,4/21/2027,38,,Em início de execução,Média,• Atualizar SISMOB 1 vez por mês,,,,,,
13661399000124001,2024,261340,PE,São José da Coroa Grande,Ubs Boa Vista Ii,Unidade Básica de Saúde,I,Em início de execução,6/2/2025,5,12/30/2026,4,,Em início de execução,Alta,,,,,,,
11238483000124001,2024,261350,PE,São José do Belmonte,Construção de 01 (Uma) Unidade Básica de Saúde Porte 1 No Distrito do Bom Nome,Unidade Básica de Saúde,I,Em execução e conclusão,4/1/2025,84,9/30/2026,33,,Em execução e conclusão,Alta,"• Comprar equipamentos
• Informar data em que MS possa fazer entrega simbólica ou inauguração
• Atualizar SISMOB 1 vez por mês",,,,,,
11238483000124002,2024,261350,PE,São José do Belmonte,Construção de 01 (Uma) Unidade Básica de Saúde Porte 1 No Distrito do Jatobá,Unidade Básica de Saúde,I,Em funcionamento,4/1/2025,100,12/20/2026,18,12/19/2025,Em funcionamento,Não é necessário contato,,,,,,,
11238483000125004,2025,261350,PE,São José do Belmonte, Unidade Básica de Saúde Porte I Na Vila Delmiro (Cohab),Unidade Básica de Saúde,I,Em início de execução,4/6/2026,22,1/31/2027,10,,Em início de execução,Baixa,,,,,,,
11503081000125005,2025,261360,PE,São José do Egito,Unidade Básica de Saúde,Unidade Básica de Saúde,I,Em início de execução,4/6/2026,21,12/31/2026,31,,Em início de execução,Média,• Atualizar SISMOB 1 vez por mês,,,,,,
12257765000125004,2025,261370,PE,São Lourenço da Mata,Ubs José Moura de Albuquerque,Unidade Básica de Saúde,II,Em início de execução,4/24/2026,4,3/19/2027,30,,Em início de execução,Baixa,,,,,,,
10685971000125008,2025,261390,PE,Serra Talhada,Usf Vanete Almeida ,Unidade Básica de Saúde,I,Em início de execução,4/8/2026,17,3/12/2027,40,,Em início de execução,Média,• Atualizar SISMOB 1 vez por mês,,,,,,
10685971000125010,2025,261390,PE,Serra Talhada,Centro Especializado Em Reabilitação,Centro Especializado em Reabilitação,"Auditiva, Física, Intelectual e Visual",Em início de execução,4/29/2026,0,,116,,Em início de execução,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
11206759000124003,2024,261400,PE,Serrita,Unidade Básica de Saúde de Santa Rosa,Unidade Básica de Saúde,I,Em execução e conclusão,6/5/2025,50,12/10/2026,32,,Em execução e conclusão,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
11206759000124005,2024,261400,PE,Serrita,Unidade Básica de Saúde do Bezerro,Unidade Básica de Saúde,I,Em execução e conclusão,5/23/2025,50,12/10/2026,32,,Em execução e conclusão,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
11356210000124001,2024,261420,PE,Sirinhaém,Usf Agrovila,Unidade Básica de Saúde,I,Em início de execução,7/3/2025,0,,67,,Em início de execução,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
10687065000124001,2024,261460,PE,Tabira,Ubs Granja Saturnino Virginio da Silva,Unidade Básica de Saúde,I,Em execução e conclusão,10/14/2024,80,9/29/2026,22,6/25/2026,Em execução e conclusão,Alta,,,,,,,
10687065000125001,2025,261460,PE,Tabira,Centro de Atenção Psicossocial,Centro de Atenção Psicossocial,I,Em início de execução,4/30/2026,0,,3,,Em início de execução,Baixa,,,,,,,
10687065000125004,2025,261460,PE,Tabira,Unidade Básica de Saúde,Unidade Básica de Saúde,I,Em início de execução,5/12/2026,0,,3,,Em início de execução,Baixa,,,,,,,
09188937000124002,2024,261480,PE,Tacaratu,Construção de Ubs No Sítio Salgado Em Tacaratu-Pe.,Unidade Básica de Saúde,I,Em execução e conclusão,6/5/2025,72,10/30/2026,13,,Em execução e conclusão,Alta,,,,,,,
09188937000124003,2024,261480,PE,Tacaratu,Construção de Ubs No Bairro Paulo Afonso Município de Tacaratu-Pe,Unidade Básica de Saúde,I,Em execução e conclusão,6/2/2025,31,8/30/2026,9,,Em execução e conclusão,Alta,"• Atualizar data de conclusão
",,,,,,
08677960000124003,2024,261500,PE,Taquaritinga do Norte,Ubs Capibaribe,Unidade Básica de Saúde,I,Em início de execução,10/16/2025,10,12/10/2026,0,,Em início de execução,Média,,,,,,,
08677960000124002,2024,261500,PE,Taquaritinga do Norte,Ubs Zamba,Unidade Básica de Saúde,I,Em início de execução,9/2/2025,2,12/1/2026,214,,Em início de execução,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
11196725000124002,2024,261520,PE,Terra Nova,Ubs Centro,Unidade Básica de Saúde,I,Em execução e conclusão,6/20/2025,93,7/10/2026,48,6/22/2026,"Em execução, conclusão atrasada",Alta,"• Comprar equipamentos
• Informar data em que MS possa fazer entrega simbólica ou inauguração
• Atualizar SISMOB 1 vez por mês",,,,,,
11360884000125003,2025,261530,PE,Timbaúba,Unidade Básica de Saúde de Santa Ana,Unidade Básica de Saúde,I,Em início de execução,6/29/2026,0,,17,,Em início de execução,Baixa,,,,,,,
11073548000124004,2024,261540,PE,Toritama,Unidade Básica de Saúde Boa Esperança,Unidade Básica de Saúde,I,Em início de execução,11/19/2025,0,,251,,Em início de execução,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
11393440000124002,2024,261560,PE,Trindade,Ubs São Geraldo 5,Unidade Básica de Saúde,I,Em início de execução,6/20/2025,31,12/31/2026,18,,Em início de execução,Alta,"• Pedir superação de etapa 'Início de execução'
",,,,,,
11393440000125003,2025,261560,PE,Trindade,Usf Vila Sao Geraldo Kesley Breno Rodrigues Barbosa,Unidade Básica de Saúde,I,Em início de execução,4/6/2026,38,12/6/2026,17,,Em início de execução,Baixa,"• Pedir superação de etapa 'Início de execução'
",,,,,,
10334957000124001,2024,261570,PE,Triunfo,Unidade Básica de Saúde - Ubs Porte 1,Unidade Básica de Saúde,I,Em execução e conclusão,5/2/2025,50,6/30/2026,76,,"Em execução, conclusão atrasada",Alta,"• Atualizar data de conclusão
• Atualizar SISMOB 1 vez por mês",,,,,,
11293112000124002,2024,261590,PE,Tuparetama,Esf Vanilda  Torres da Costa Patriota,Unidade Básica de Saúde,I,Em execução e conclusão,5/2/2025,60,12/31/2026,54,1/14/2026,Em execução e conclusão,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
11667975000124002,2024,261610,PE,Verdejante,Construção de 01 Unidade Básica de Saúde Porte 1 No Centro da Cidade de Verdejante/Pe,Unidade Básica de Saúde,I,Em execução e conclusão,4/9/2025,42,12/30/2025,18,,"Em execução, conclusão atrasada",Alta,"• Atualizar data de conclusão
",,,,,,
69902112000125003,2025,261618,PE,Vertente do Lério,Ubs Vertente do Lerio,Unidade Básica de Saúde,I,Em início de execução,4/24/2026,0,,73,,Em início de execução,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
10566414000124001,2024,261630,PE,Vicência,Ubs Chã dos Mandados,Unidade Básica de Saúde,I,Em início de execução,7/8/2025,50,12/31/2026,39,6/26/2026,Em início de execução,Alta,"• Pedir superação de etapa 'Início de execução'
• Atualizar SISMOB 1 vez por mês",,,,,,
08916501000123007,2023,261640,PE,Vitória de Santo Antão,Caps Infantil,Centro de Atenção Psicossocial,I,Em execução e conclusão,4/25/2025,74,9/30/2026,37,6/19/2026,Em execução e conclusão,Alta,• Atualizar SISMOB 1 vez por mês,,,,,,
08916501000124005,2024,261640,PE,Vitória de Santo Antão,Centro de Atenção Psicosocial-Caps Ad,Centro de Atenção Psicossocial,ad,Em início de execução,7/22/2025,44,9/30/2026,5,,Em início de execução,Alta,"• Pedir superação de etapa 'Início de execução'
",,,,,,
08916501000124010,2024,261640,PE,Vitória de Santo Antão,Ubs Matadouro,Unidade Básica de Saúde,II,Em início de execução,10/6/2025,62,9/30/2026,6,,Em início de execução,Média,"• Pedir superação de etapa 'Início de execução'
",,,,,,
08916501000125007,2025,261640,PE,Vitória de Santo Antão,U S F Caic,Unidade Básica de Saúde,II,Em início de execução,6/19/2026,0,,37,,Em início de execução,Média,• Atualizar SISMOB 1 vez por mês,,,,,,
